48, Bonjibod, 2018-11-15 15:38:50, Assessment - DETAILS, tbl_assessment_details, ADD, 1696
34,  Borromeo, 2018-12-20 14:16:05, Assessment - APPROVED, tbl_assessment, UPDATE, 1739
83, asstest, 2018-12-20 15:54:12, Assessment - DETAILS, tbl_assessment_details, ADD, 1735
83, asstest, 2018-12-20 15:54:12, Business Lines, tbl_application_business_line, UPDATE, 1735
83, asstest, 2018-12-20 15:54:12, Application - EMPLOYEES, tbl_application_form, UPDATE, 1735
83, asstest, 2018-12-20 15:54:18, Assessment - ASSESSED, tbl_assessment, ADD, 1735
83, asstest, 2018-12-20 15:54:18, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1735
83, asstest, 2018-12-20 15:54:18, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1735
83, asstest, 2018-12-20 15:54:25, Assessment - APPROVED, tbl_assessment, UPDATE, 1735
83, asstest, 2018-12-20 15:54:41, Assessment - DETAILS, tbl_assessment_details, ADD, 1759
83, asstest, 2018-12-20 15:54:41, Business Lines, tbl_application_business_line, UPDATE, 1759
83, asstest, 2018-12-20 15:54:41, Application - EMPLOYEES, tbl_application_form, UPDATE, 1759
83, asstest, 2018-12-20 15:54:50, Assessment - ASSESSED, tbl_assessment, ADD, 1759
83, asstest, 2018-12-20 15:54:50, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1759
83, asstest, 2018-12-20 15:54:50, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1759
83, asstest, 2018-12-20 15:54:55, Assessment - APPROVED, tbl_assessment, UPDATE, 1759
83, asstest, 2018-12-20 15:55:05, Assessment - DETAILS, tbl_assessment_details, ADD, 1739
83, asstest, 2018-12-20 15:55:05, Business Lines, tbl_application_business_line, UPDATE, 1739
83, asstest, 2018-12-20 15:55:05, Application - EMPLOYEES, tbl_application_form, UPDATE, 1739
83, asstest, 2018-12-20 15:55:08, Assessment - ASSESSED, tbl_assessment, ADD, 1739
83, asstest, 2018-12-20 15:55:08, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1739
83, asstest, 2018-12-20 15:55:08, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1739
83, asstest, 2018-12-20 15:55:14, Assessment - APPROVED, tbl_assessment, UPDATE, 1739
83, asstest, 2018-12-20 15:55:29, Assessment - DETAILS, tbl_assessment_details, ADD, 1753
83, asstest, 2018-12-20 15:55:29, Business Lines, tbl_application_business_line, UPDATE, 1753
83, asstest, 2018-12-20 15:55:29, Application - EMPLOYEES, tbl_application_form, UPDATE, 1753
83, asstest, 2018-12-20 15:55:39, Assessment - ASSESSED, tbl_assessment, ADD, 1753
83, asstest, 2018-12-20 15:55:39, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1753
83, asstest, 2018-12-20 15:55:39, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1753
83, asstest, 2018-12-20 15:55:44, Assessment - APPROVED, tbl_assessment, UPDATE, 1753
83, asstest, 2018-12-20 15:55:58, Assessment - DETAILS, tbl_assessment_details, ADD, 1757
83, asstest, 2018-12-20 15:55:58, Business Lines, tbl_application_business_line, UPDATE, 1757
83, asstest, 2018-12-20 15:55:58, Application - EMPLOYEES, tbl_application_form, UPDATE, 1757
83, asstest, 2018-12-20 15:56:01, Assessment - ASSESSED, tbl_assessment, ADD, 1757
83, asstest, 2018-12-20 15:56:01, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1757
83, asstest, 2018-12-20 15:56:01, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1757
83, asstest, 2018-12-20 15:56:05, Assessment - APPROVED, tbl_assessment, UPDATE, 1757
83, asstest, 2018-12-20 15:56:19, Assessment - DETAILS, tbl_assessment_details, ADD, 884
83, asstest, 2018-12-20 15:56:19, Business Lines, tbl_application_business_line, UPDATE, 884
83, asstest, 2018-12-20 15:56:19, Application - EMPLOYEES, tbl_application_form, UPDATE, 884
83, asstest, 2018-12-20 15:56:21, Assessment - ASSESSED, tbl_assessment, ADD, 884
83, asstest, 2018-12-20 15:56:21, Assessment - ASSESSED, tbl_assessment_fees, ADD, 884
83, asstest, 2018-12-20 15:56:22, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 884
83, asstest, 2018-12-20 15:56:25, Assessment - APPROVED, tbl_assessment, UPDATE, 884
83, asstest, 2018-12-20 15:56:39, Assessment - DETAILS, tbl_assessment_details, ADD, 1758
83, asstest, 2018-12-20 15:56:39, Business Lines, tbl_application_business_line, UPDATE, 1758
83, asstest, 2018-12-20 15:56:39, Application - EMPLOYEES, tbl_application_form, UPDATE, 1758
83, asstest, 2018-12-20 15:56:41, Assessment - ASSESSED, tbl_assessment, ADD, 1758
83, asstest, 2018-12-20 15:56:41, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1758
83, asstest, 2018-12-20 15:56:41, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1758
83, asstest, 2018-12-20 15:56:45, Assessment - APPROVED, tbl_assessment, UPDATE, 1758
83, asstest, 2018-12-20 15:57:02, Assessment - DETAILS, tbl_assessment_details, ADD, 1761
83, asstest, 2018-12-20 15:57:02, Business Lines, tbl_application_business_line, UPDATE, 1761
83, asstest, 2018-12-20 15:57:02, Application - EMPLOYEES, tbl_application_form, UPDATE, 1761
83, asstest, 2018-12-20 15:57:04, Assessment - ASSESSED, tbl_assessment, ADD, 1761
83, asstest, 2018-12-20 15:57:04, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1761
83, asstest, 2018-12-20 15:57:04, Billing, tbl_billing_fees, ADD, 1761
83, asstest, 2018-12-20 15:57:04, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1761
83, asstest, 2018-12-20 15:57:09, Assessment - APPROVED, tbl_assessment, UPDATE, 1761
83, asstest, 2018-12-20 15:57:29, Assessment - DETAILS, tbl_assessment_details, ADD, 1762
83, asstest, 2018-12-20 15:57:29, Business Lines, tbl_application_business_line, UPDATE, 1762
83, asstest, 2018-12-20 15:57:29, Application - EMPLOYEES, tbl_application_form, UPDATE, 1762
83, asstest, 2018-12-20 15:57:32, Assessment - ASSESSED, tbl_assessment, ADD, 1762
83, asstest, 2018-12-20 15:57:32, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1762
83, asstest, 2018-12-20 15:57:32, Billing, tbl_billing_fees, ADD, 1762
83, asstest, 2018-12-20 15:57:32, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1762
83, asstest, 2018-12-20 15:57:37, Assessment - APPROVED, tbl_assessment, UPDATE, 1762
83, asstest, 2018-12-20 16:50:40, Assessment - DETAILS, tbl_assessment_details, ADD, 1758
83, asstest, 2018-12-20 16:50:40, Business Lines, tbl_application_business_line, UPDATE, 1758
83, asstest, 2018-12-20 16:50:40, Application - EMPLOYEES, tbl_application_form, UPDATE, 1758
83, asstest, 2018-12-20 16:50:45, Assessment - ASSESSED, tbl_assessment, ADD, 1758
83, asstest, 2018-12-20 16:50:45, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1758
83, asstest, 2018-12-20 16:50:45, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1758
83, asstest, 2018-12-20 16:50:51, Assessment - APPROVED, tbl_assessment, UPDATE, 1758
83, asstest, 2018-12-20 16:50:52, Assessment - APPROVED, tbl_assessment, UPDATE, 1758
83, asstest, 2018-12-20 16:53:20, Assessment - DETAILS, tbl_assessment_details, ADD, 1740
83, asstest, 2018-12-20 16:53:20, Business Lines, tbl_application_business_line, UPDATE, 1740
83, asstest, 2018-12-20 16:53:20, Application - EMPLOYEES, tbl_application_form, UPDATE, 1740
83, asstest, 2018-12-20 16:53:24, Assessment - ASSESSED, tbl_assessment, ADD, 1740
83, asstest, 2018-12-20 16:53:24, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1740
83, asstest, 2018-12-20 16:53:24, Billing, tbl_billing_fees, ADD, 1740
83, asstest, 2018-12-20 16:53:24, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1740
83, asstest, 2018-12-20 16:53:29, Assessment - APPROVED, tbl_assessment, UPDATE, 1740
83, asstest, 2018-12-20 16:54:17, Assessment - DETAILS, tbl_assessment_details, ADD, 1735
83, asstest, 2018-12-20 16:54:17, Business Lines, tbl_application_business_line, UPDATE, 1735
83, asstest, 2018-12-20 16:54:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 1735
83, asstest, 2018-12-20 16:54:22, Assessment - ASSESSED, tbl_assessment, ADD, 1735
83, asstest, 2018-12-20 16:54:22, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1735
83, asstest, 2018-12-20 16:54:22, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1735
83, asstest, 2018-12-20 16:54:26, Assessment - APPROVED, tbl_assessment, UPDATE, 1735
83, asstest, 2018-12-20 16:54:50, Assessment - DETAILS, tbl_assessment_details, ADD, 1761
83, asstest, 2018-12-20 16:54:50, Business Lines, tbl_application_business_line, UPDATE, 1761
83, asstest, 2018-12-20 16:54:50, Application - EMPLOYEES, tbl_application_form, UPDATE, 1761
83, asstest, 2018-12-20 16:54:53, Assessment - ASSESSED, tbl_assessment, ADD, 1761
83, asstest, 2018-12-20 16:54:53, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1761
83, asstest, 2018-12-20 16:54:53, Billing, tbl_billing_fees, ADD, 1761
83, asstest, 2018-12-20 16:54:53, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1761
83, asstest, 2018-12-20 16:54:57, Assessment - APPROVED, tbl_assessment, UPDATE, 1761
83, asstest, 2018-12-20 16:56:45, Assessment - DETAILS, tbl_assessment_details, ADD, 1739
83, asstest, 2018-12-20 16:56:45, Business Lines, tbl_application_business_line, UPDATE, 1739
83, asstest, 2018-12-20 16:56:45, Application - EMPLOYEES, tbl_application_form, UPDATE, 1739
83, asstest, 2018-12-20 16:56:49, Assessment - ASSESSED, tbl_assessment, ADD, 1739
83, asstest, 2018-12-20 16:56:49, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1739
83, asstest, 2018-12-20 16:56:49, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1739
83, asstest, 2018-12-20 16:56:54, Assessment - APPROVED, tbl_assessment, UPDATE, 1739
83, asstest, 2018-12-20 16:57:15, Assessment - DETAILS, tbl_assessment_details, ADD, 1757
83, asstest, 2018-12-20 16:57:15, Business Lines, tbl_application_business_line, UPDATE, 1757
83, asstest, 2018-12-20 16:57:15, Application - EMPLOYEES, tbl_application_form, UPDATE, 1757
83, asstest, 2018-12-20 16:57:23, Assessment - ASSESSED, tbl_assessment, ADD, 1757
83, asstest, 2018-12-20 16:57:23, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1757
83, asstest, 2018-12-20 16:57:23, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1757
83, asstest, 2018-12-20 16:57:27, Assessment - APPROVED, tbl_assessment, UPDATE, 1757
34,  Borromeo, 2018-12-27 10:42:37, Assessment - DETAILS, tbl_assessment_details, ADD, 1
34,  Borromeo, 2018-12-27 10:42:37, Business Lines, tbl_application_business_line, UPDATE, 1
34,  Borromeo, 2018-12-27 10:42:37, Application - EMPLOYEES, tbl_application_form, UPDATE, 1
34,  Borromeo, 2018-12-27 10:42:39, Assessment - ASSESSED, tbl_assessment, ADD, 1
34,  Borromeo, 2018-12-27 10:42:39, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1
34,  Borromeo, 2018-12-27 10:42:40, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1
34,  Borromeo, 2018-12-27 10:42:47, Assessment - APPROVED, tbl_assessment, UPDATE, 1
34,  Borromeo, 2018-12-27 10:43:06, Assessment - DETAILS, tbl_assessment_details, ADD, 2
34,  Borromeo, 2018-12-27 10:43:06, Business Lines, tbl_application_business_line, UPDATE, 2
34,  Borromeo, 2018-12-27 10:43:06, Application - EMPLOYEES, tbl_application_form, UPDATE, 2
34,  Borromeo, 2018-12-27 10:43:08, Assessment - ASSESSED, tbl_assessment, ADD, 2
34,  Borromeo, 2018-12-27 10:43:08, Assessment - ASSESSED, tbl_assessment_fees, ADD, 2
34,  Borromeo, 2018-12-27 10:43:08, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 2
34,  Borromeo, 2018-12-27 10:43:17, Assessment - APPROVED, tbl_assessment, UPDATE, 2
34,  Borromeo, 2018-12-27 10:43:33, Assessment - DETAILS, tbl_assessment_details, ADD, 3
34,  Borromeo, 2018-12-27 10:43:33, Business Lines, tbl_application_business_line, UPDATE, 3
34,  Borromeo, 2018-12-27 10:43:33, Application - EMPLOYEES, tbl_application_form, UPDATE, 3
34,  Borromeo, 2018-12-27 10:43:35, Assessment - ASSESSED, tbl_assessment, ADD, 3
34,  Borromeo, 2018-12-27 10:43:35, Assessment - ASSESSED, tbl_assessment_fees, ADD, 3
34,  Borromeo, 2018-12-27 10:43:35, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 3
34,  Borromeo, 2018-12-27 10:43:44, Assessment - APPROVED, tbl_assessment, UPDATE, 3
34,  Borromeo, 2018-12-27 10:43:57, Assessment - DETAILS, tbl_assessment_details, ADD, 4
34,  Borromeo, 2018-12-27 10:43:57, Business Lines, tbl_application_business_line, UPDATE, 4
34,  Borromeo, 2018-12-27 10:43:57, Application - EMPLOYEES, tbl_application_form, UPDATE, 4
34,  Borromeo, 2018-12-27 10:43:59, Assessment - ASSESSED, tbl_assessment, ADD, 4
34,  Borromeo, 2018-12-27 10:43:59, Assessment - ASSESSED, tbl_assessment_fees, ADD, 4
34,  Borromeo, 2018-12-27 10:43:59, Billing, tbl_billing_fees, ADD, 4
34,  Borromeo, 2018-12-27 10:43:59, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 4
34,  Borromeo, 2018-12-27 10:44:08, Assessment - APPROVED, tbl_assessment, UPDATE, 4
34,  Borromeo, 2018-12-27 10:44:25, Assessment - DETAILS, tbl_assessment_details, ADD, 5
34,  Borromeo, 2018-12-27 10:44:25, Business Lines, tbl_application_business_line, UPDATE, 5
34,  Borromeo, 2018-12-27 10:44:25, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
34,  Borromeo, 2018-12-27 10:45:28, Assessment - DETAILS, tbl_assessment_details, UPDATE, 5
34,  Borromeo, 2018-12-27 10:45:28, Business Lines, tbl_application_business_line, UPDATE, 5
34,  Borromeo, 2018-12-27 10:45:28, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
34,  Borromeo, 2018-12-27 10:46:35, Assessment - DETAILS, tbl_assessment_details, UPDATE, 5
34,  Borromeo, 2018-12-27 10:46:35, Business Lines, tbl_application_business_line, UPDATE, 5
34,  Borromeo, 2018-12-27 10:46:35, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
34,  Borromeo, 2018-12-27 11:12:35, Assessment - DETAILS, tbl_assessment_details, UPDATE, 5
34,  Borromeo, 2018-12-27 11:12:35, Business Lines, tbl_application_business_line, UPDATE, 5
34,  Borromeo, 2018-12-27 11:12:35, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
34,  Borromeo, 2018-12-27 11:16:45, Assessment - DETAILS, tbl_assessment_details, UPDATE, 5
34,  Borromeo, 2018-12-27 11:16:45, Business Lines, tbl_application_business_line, UPDATE, 5
34,  Borromeo, 2018-12-27 11:16:45, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
34,  Borromeo, 2018-12-27 11:21:52, Assessment - DETAILS, tbl_assessment_details, UPDATE, 5
34,  Borromeo, 2018-12-27 11:21:52, Business Lines, tbl_application_business_line, UPDATE, 5
34,  Borromeo, 2018-12-27 11:21:52, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
34,  Borromeo, 2018-12-27 11:23:15, Assessment - ASSESSED, tbl_assessment, ADD, 5
34,  Borromeo, 2018-12-27 11:23:15, Assessment - ASSESSED, tbl_assessment_fees, ADD, 5
34,  Borromeo, 2018-12-27 11:23:15, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 5
34,  Borromeo, 2018-12-27 11:23:41, Assessment - APPROVED, tbl_assessment, UPDATE, 5
34,  Borromeo, 2018-12-27 11:24:02, Assessment - DETAILS, tbl_assessment_details, ADD, 6
34,  Borromeo, 2018-12-27 11:24:02, Business Lines, tbl_application_business_line, UPDATE, 6
34,  Borromeo, 2018-12-27 11:24:02, Application - EMPLOYEES, tbl_application_form, UPDATE, 6
34,  Borromeo, 2018-12-27 11:24:04, Assessment - ASSESSED, tbl_assessment, ADD, 6
34,  Borromeo, 2018-12-27 11:24:04, Assessment - ASSESSED, tbl_assessment_fees, ADD, 6
34,  Borromeo, 2018-12-27 11:24:04, Billing, tbl_billing_fees, ADD, 6
34,  Borromeo, 2018-12-27 11:24:04, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 6
34,  Borromeo, 2018-12-27 11:24:31, Assessment - APPROVED, tbl_assessment, UPDATE, 6
34,  Borromeo, 2018-12-27 11:25:03, Assessment - DETAILS, tbl_assessment_details, ADD, 7
34,  Borromeo, 2018-12-27 11:25:03, Business Lines, tbl_application_business_line, UPDATE, 7
34,  Borromeo, 2018-12-27 11:25:03, Application - EMPLOYEES, tbl_application_form, UPDATE, 7
34,  Borromeo, 2018-12-27 11:25:05, Assessment - ASSESSED, tbl_assessment, ADD, 7
34,  Borromeo, 2018-12-27 11:25:05, Assessment - ASSESSED, tbl_assessment_fees, ADD, 7
34,  Borromeo, 2018-12-27 11:25:05, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 7
34,  Borromeo, 2018-12-27 11:25:19, Assessment - APPROVED, tbl_assessment, UPDATE, 7
34,  Borromeo, 2018-12-27 11:25:31, Assessment - DETAILS, tbl_assessment_details, ADD, 8
34,  Borromeo, 2018-12-27 11:25:31, Business Lines, tbl_application_business_line, UPDATE, 8
34,  Borromeo, 2018-12-27 11:25:31, Application - EMPLOYEES, tbl_application_form, UPDATE, 8
34,  Borromeo, 2018-12-27 11:25:33, Assessment - ASSESSED, tbl_assessment, ADD, 8
34,  Borromeo, 2018-12-27 11:25:33, Assessment - ASSESSED, tbl_assessment_fees, ADD, 8
34,  Borromeo, 2018-12-27 11:25:33, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 8
34,  Borromeo, 2018-12-27 11:25:41, Assessment - APPROVED, tbl_assessment, UPDATE, 8
89, asstest, 2018-12-27 11:26:14, Assessment - DETAILS, tbl_assessment_details, ADD, 9
89, asstest, 2018-12-27 11:26:14, Business Lines, tbl_application_business_line, UPDATE, 9
89, asstest, 2018-12-27 11:26:14, Application - EMPLOYEES, tbl_application_form, UPDATE, 9
89, asstest, 2018-12-27 11:26:17, Assessment - ASSESSED, tbl_assessment, ADD, 9
89, asstest, 2018-12-27 11:26:17, Assessment - ASSESSED, tbl_assessment_fees, ADD, 9
89, asstest, 2018-12-27 11:26:17, Billing, tbl_billing_fees, ADD, 9
89, asstest, 2018-12-27 11:26:17, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 9
89, asstest, 2018-12-27 11:26:24, Assessment - APPROVED, tbl_assessment, UPDATE, 9
89, asstest, 2018-12-27 12:11:34, Assessment - DETAILS, tbl_assessment_details, ADD, 1
89, asstest, 2018-12-27 12:11:34, Business Lines, tbl_application_business_line, UPDATE, 1
89, asstest, 2018-12-27 12:11:34, Application - EMPLOYEES, tbl_application_form, UPDATE, 1
89, asstest, 2018-12-27 12:11:37, Assessment - ASSESSED, tbl_assessment, ADD, 1
89, asstest, 2018-12-27 12:11:37, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1
89, asstest, 2018-12-27 12:11:37, Billing, tbl_billing_fees, ADD, 1
89, asstest, 2018-12-27 12:11:37, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1
89, asstest, 2018-12-27 12:11:42, Assessment - APPROVED, tbl_assessment, UPDATE, 1
89, asstest, 2018-12-27 12:11:59, Assessment - DETAILS, tbl_assessment_details, ADD, 2
89, asstest, 2018-12-27 12:11:59, Business Lines, tbl_application_business_line, UPDATE, 2
89, asstest, 2018-12-27 12:11:59, Application - EMPLOYEES, tbl_application_form, UPDATE, 2
89, asstest, 2018-12-27 12:12:01, Assessment - ASSESSED, tbl_assessment, ADD, 2
89, asstest, 2018-12-27 12:12:01, Assessment - ASSESSED, tbl_assessment_fees, ADD, 2
89, asstest, 2018-12-27 12:12:01, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 2
89, asstest, 2018-12-27 12:12:05, Assessment - APPROVED, tbl_assessment, UPDATE, 2
47, Sarabia, 2018-12-27 14:42:44, Assessment - DETAILS, tbl_assessment_details, ADD, 9
47, Sarabia, 2018-12-27 14:42:44, Business Lines, tbl_application_business_line, UPDATE, 9
47, Sarabia, 2018-12-27 14:42:44, Application - EMPLOYEES, tbl_application_form, UPDATE, 9
47, Sarabia, 2018-12-27 14:43:00, Assessment - ASSESSED, tbl_assessment, ADD, 9
47, Sarabia, 2018-12-27 14:43:00, Assessment - ASSESSED, tbl_assessment_fees, ADD, 9
47, Sarabia, 2018-12-27 14:43:00, Billing, tbl_billing_fees, ADD, 9
47, Sarabia, 2018-12-27 14:43:00, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 9
47, Sarabia, 2018-12-27 14:44:24, Assessment - DETAILS, tbl_assessment_details, ADD, 4
47, Sarabia, 2018-12-27 14:44:24, Business Lines, tbl_application_business_line, UPDATE, 4
47, Sarabia, 2018-12-27 14:44:24, Application - EMPLOYEES, tbl_application_form, UPDATE, 4
47, Sarabia, 2018-12-27 14:44:40, Assessment - ASSESSED, tbl_assessment, ADD, 4
47, Sarabia, 2018-12-27 14:44:40, Assessment - ASSESSED, tbl_assessment_fees, ADD, 4
47, Sarabia, 2018-12-27 14:44:40, Billing, tbl_billing_fees, ADD, 4
47, Sarabia, 2018-12-27 14:44:40, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 4
48, Bonjibod, 2018-12-27 14:46:35, Assessment - DETAILS, tbl_assessment_details, ADD, 5
48, Bonjibod, 2018-12-27 14:46:35, Business Lines, tbl_application_business_line, UPDATE, 5
48, Bonjibod, 2018-12-27 14:46:35, Application - EMPLOYEES, tbl_application_form, UPDATE, 5
48, Bonjibod, 2018-12-27 14:46:45, Assessment - ASSESSED, tbl_assessment, ADD, 5
48, Bonjibod, 2018-12-27 14:46:45, Assessment - ASSESSED, tbl_assessment_fees, ADD, 5
48, Bonjibod, 2018-12-27 14:46:45, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 5
70, Bermejo, 2018-12-27 14:48:25, Assessment - APPROVED, tbl_assessment, UPDATE, 5
47, Sarabia, 2018-12-27 14:48:54, Assessment - DETAILS, tbl_assessment_details, ADD, 8
47, Sarabia, 2018-12-27 14:48:54, Business Lines, tbl_application_business_line, UPDATE, 8
47, Sarabia, 2018-12-27 14:48:54, Application - EMPLOYEES, tbl_application_form, UPDATE, 8
47, Sarabia, 2018-12-27 14:49:03, Assessment - ASSESSED, tbl_assessment, ADD, 8
47, Sarabia, 2018-12-27 14:49:03, Assessment - ASSESSED, tbl_assessment_fees, ADD, 8
47, Sarabia, 2018-12-27 14:49:03, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 8
48, Bonjibod, 2018-12-27 14:49:08, Assessment - DETAILS, tbl_assessment_details, ADD, 3
48, Bonjibod, 2018-12-27 14:49:08, Business Lines, tbl_application_business_line, UPDATE, 3
48, Bonjibod, 2018-12-27 14:49:08, Application - EMPLOYEES, tbl_application_form, UPDATE, 3
70, Bermejo, 2018-12-27 14:49:10, Assessment - APPROVED, tbl_assessment, UPDATE, 9
48, Bonjibod, 2018-12-27 14:49:25, Assessment - ASSESSED, tbl_assessment, ADD, 3
48, Bonjibod, 2018-12-27 14:49:25, Assessment - ASSESSED, tbl_assessment_fees, ADD, 3
48, Bonjibod, 2018-12-27 14:49:25, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 3
47, Sarabia, 2018-12-27 14:49:30, Assessment - DETAILS, tbl_assessment_details, ADD, 1
47, Sarabia, 2018-12-27 14:49:30, Business Lines, tbl_application_business_line, UPDATE, 1
47, Sarabia, 2018-12-27 14:49:30, Application - EMPLOYEES, tbl_application_form, UPDATE, 1
47, Sarabia, 2018-12-27 14:49:41, Assessment - ASSESSED, tbl_assessment, ADD, 1
47, Sarabia, 2018-12-27 14:49:41, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1
47, Sarabia, 2018-12-27 14:49:41, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1
47, Sarabia, 2018-12-27 14:50:50, Assessment - DETAILS, tbl_assessment_details, ADD, 10
47, Sarabia, 2018-12-27 14:50:50, Business Lines, tbl_application_business_line, UPDATE, 10
47, Sarabia, 2018-12-27 14:50:50, Application - EMPLOYEES, tbl_application_form, UPDATE, 10
48, Bonjibod, 2018-12-27 14:51:05, Assessment - DETAILS, tbl_assessment_details, ADD, 7
48, Bonjibod, 2018-12-27 14:51:05, Business Lines, tbl_application_business_line, UPDATE, 7
48, Bonjibod, 2018-12-27 14:51:05, Application - EMPLOYEES, tbl_application_form, UPDATE, 7
48, Bonjibod, 2018-12-27 14:53:29, Assessment - ASSESSED, tbl_assessment, ADD, 7
48, Bonjibod, 2018-12-27 14:53:29, Assessment - ASSESSED, tbl_assessment_fees, ADD, 7
48, Bonjibod, 2018-12-27 14:53:29, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 7
48, Bonjibod, 2018-12-27 14:54:28, Assessment - DETAILS, tbl_assessment_details, ADD, 6
48, Bonjibod, 2018-12-27 14:54:28, Business Lines, tbl_application_business_line, UPDATE, 6
48, Bonjibod, 2018-12-27 14:54:28, Application - EMPLOYEES, tbl_application_form, UPDATE, 6
48, Bonjibod, 2018-12-27 15:01:35, Assessment - DETAILS, tbl_assessment_details, UPDATE, 6
48, Bonjibod, 2018-12-27 15:01:35, Business Lines, tbl_application_business_line, UPDATE, 6
48, Bonjibod, 2018-12-27 15:01:35, Application - EMPLOYEES, tbl_application_form, UPDATE, 6
48, Bonjibod, 2018-12-27 15:02:52, Assessment - ASSESSED, tbl_assessment, ADD, 6
48, Bonjibod, 2018-12-27 15:02:52, Assessment - ASSESSED, tbl_assessment_fees, ADD, 6
48, Bonjibod, 2018-12-27 15:02:52, Billing, tbl_billing_fees, ADD, 6
48, Bonjibod, 2018-12-27 15:02:52, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 6
48, Bonjibod, 2018-12-27 15:03:26, Assessment - ASSESSED, tbl_assessment, UPDATE, 1
48, Bonjibod, 2018-12-27 15:03:26, Assessment - ASSESSED, tbl_assessment_fees, UPDATE, 6
70, Bermejo, 2018-12-27 15:26:42, Assessment - APPROVED, tbl_assessment, UPDATE, 4
70, Bermejo, 2018-12-27 15:27:25, Assessment - APPROVED, tbl_assessment, UPDATE, 1
70, Bermejo, 2018-12-27 15:30:37, Assessment - APPROVED, tbl_assessment, UPDATE, 6
47, Sarabia, 2018-12-27 15:52:06, Assessment - ASSESSED, tbl_assessment, ADD, 10
47, Sarabia, 2018-12-27 15:52:06, Assessment - ASSESSED, tbl_assessment_fees, ADD, 10
47, Sarabia, 2018-12-27 15:52:06, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 10
70, Bermejo, 2018-12-27 15:54:54, Assessment - APPROVED, tbl_assessment, UPDATE, 10
70, Bermejo, 2018-12-27 15:56:37, Assessment - APPROVED, tbl_assessment, UPDATE, 3
70, Bermejo, 2018-12-27 15:59:24, Assessment - APPROVED, tbl_assessment, UPDATE, 8
70, Bermejo, 2018-12-27 16:00:01, Assessment - APPROVED, tbl_assessment, UPDATE, 7
